factives,hedges,implicatives,report_verbs,bias,negative_words,positive_words,negative_colloquial_words,positive_colloquial_words
,,,,,لا مفر منه,,,
,,,,,لا يطاق,,,
,,,,,بشكل لا يطاق,,,
,,,,,لا يصدق,,,
,,,,,بشكل لا يصدق,,,
,,,,,غير مهتم,,,
,,,,,غير مؤكد,,,
,,,,,غير متحضر,,,
,,,,,غير متحضر,,,
,,,,,غير نظيفة,,,
,,,,,غير واضح,,,
,,,,,غير قابل للتحصيل,,,
,,,,,غير مريح,,,
,,,,,بشكل غير مريح,,,
,,,,,غير مريح,,,
,,,,,غير قادرة على المنافسة,,,
,,,,,لا هوادة فيها,,,
,,,,,بلا هوادة,,,
,,,,,غير مؤكد,,,
,,,,,مخالف للدستور,,,
,,,,,غير منضبط,,,
,,,,,غير مقنع,,,
,,,,,بشكل غير مقنع,,,
,,,,,غير متعاون,,,
,,,,,غير مألوف,,,
,,,,,غير مبدع,,,
,,,,,متردد,,,
,,,,,غير معرف,,,
,,,,,عدم الاعتمادية,,,
,,,,,لا يمكن الاعتماد عليها,,,
,,,,,تقويض,,,
,,,,,يضعف,,,
,,,,,تقويض,,,
,,,,,المستضعف,,,
,,,,,يقلل من شأن,,,
,,,,,التابعين,,,
,,,,,تقويض,,,
,,,,,تم تقويضه,,,
,,,,,يقوض,,,
,,,,,تقويض,,,
,,,,,بأجر زهيد,,,
,,,,,ضعيف القوة,,,
,,,,,أصغر من الحجم,,,
,,,,,غير مرغوب فيه,,,
,,,,,غير محدد,,,
,,,,,تراجع,,,
,,,,,غير كريمة,,,
,,,,,غير منحل,,,
,,,,,غير موثقة,,,
,,,,,تم التراجع عنه,,,
,,,,,لا مبرر له,,,
,,,,,عدم الارتياح,,,
,,,,,بشكل غير مريح,,,
,,,,,عدم الارتياح,,,
,,,,,غير مستقر,,,
,,,,,غير اقتصادية,,,
,,,,,غير موظف,,,
,,,,,غير متكافئ,,,
,,,,,غير اخلاقي,,,
,,,,,غير متساو,,,
,,,,,هادئ,,,
,,,,,غير متوقع,,,
,,,,,بشكل غير متوقع,,,
,,,,,غير مفسرة,,,
,,,,,بشكل غير عادل,,,
,,,,,غير مخلص,,,
,,,,,بخيانة,,,
,,,,,غير مألوف,,,
,,,,,غير ملائمة,,,
,,,,,عديم الشعور,,,
,,,,,غير مكتمل,,,
,,,,,غير لائق,,,
,,,,,غير متوقع,,,
,,,,,لا يرحم,,,
,,,,,مؤسف,,,
,,,,,للأسف,,,
,,,,,غير صحيحة,,,
,,,,,غير ودي,,,
,,,,,لم تتحقق,,,
,,,,,غير ممول,,,
,,,,,غير قابل للحكم,,,
,,,,,جاحد,,,
,,,,,بتعاسة,,,
,,,,,التعاسة,,,
,,,,,تعيس,,,
,,,,,غير صحي,,,
,,,,,غير مفيد,,,
,,,,,الأحادية,,,
,,,,,لا يمكن تصوره,,,
,,,,,بشكل لا يمكن تصوره,,,
,,,,,غير مهم,,,
,,,,,غير مطلعين,,,
,,,,,غير مؤمن عليه,,,
,,,,,غير مفهوم,,,
,,,,,غير مفهوم,,,
,,,,,أحادي القطب,,,
,,,,,غير عادل,,,
,,,,,غير مبرر,,,
,,,,,بشكل غير مبرر,,,
,,,,,غير مبرر,,,
,,,,,بدون وجه حق,,,
,,,,,غير لطيف,,,
,,,,,بقسوة,,,
,,,,,مجهول,,,
,,,,,غير مؤسف,,,
,,,,,بشكل غير مؤسف,,,
,,,,,غير قانوني,,,
,,,,,بشكل غير قانوني,,,
,,,,,عدم الشرعية,,,
,,,,,إطلاق العنان - يحرر,,,
,,,,,غير مرخصة,,,
,,,,,من غير المرجح,,,
,,,,,سيئ الحظ,,,
,,,,,غير متأثر,,,
,,,,,غير طبيعي,,,
,,,,,بشكل غير طبيعي,,,
,,,,,غير ضروري,,,
,,,,,غير ضرورية,,,
,,,,,أعصاب,,,
,,,,,متوتر,,,
,,,,,مثير للقلق,,,
,,,,,بشكل مثير للقلق,,,
,,,,,غير ملاحظ,,,
,,,,,غير ملحوظة,,,
,,,,,غير تقليدي,,,
,,,,,غير تقليدية,,,
,,,,,غير سارة,,,
,,,,,أشياء غير سارة,,,
,,,,,لا تحظى بشعبية,,,
,,,,,لا يمكن التنبؤ به,,,
,,,,,غير مستعد,,,
,,,,,غير منتج,,,
,,,,,غير مربحة,,,
,,,,,غير إثبات,,,
,,,,,غير مثبت,,,
,,,,,غير مثبت,,,
,,,,,لا يثبت,,,
,,,,,غير إثبات,,,
,,,,,غير مؤهل,,,
,,,,,كشف,,,
,,,,,تفكك,,,
,,,,,لا يمكن الوصول إليه,,,
,,,,,غير قابل للقراءة,,,
,,,,,غير واقعية,,,
,,,,,غير منطقى,,,
,,,,,بشكل غير معقول,,,
,,,,,بلا هوادة,,,
,,,,,عدم الموثوقية,,,
,,,,,غير موثوق بها,,,
,,,,,لم تحل,,,
,,,,,لا يستجيب,,,
,,,,,الاضطرابات,,,
,,,,,مزعج,,,
,,,,,غير آمن,,,
,,,,,غير مرض,,,
,,,,,بغيض,,,
,,,,,عديمي الضمير,,,
,,,,,بلا ضمير,,,
,,,,,غير آمن,,,
,,,,,غير لائق,,,
,,,,,زعزعة,,,
,,,,,غير مستقر,,,
,,,,,مقلق,,,
,,,,,بشكل مقلق,,,
,,,,,غير ماهر,,,
,,,,,غير متطورة,,,
,,,,,غير سليم,,,
,,,,,لا يوصف,,,
,,,,,بشكل لا يوصف,,,
,,,,,غير محدد,,,
,,,,,غير مستقر,,,
,,,,,بشكل غير مستقر,,,
,,,,,عدم الثبات,,,
,,,,,غير مستقر,,,
,,,,,غير ناجح,,,
,,,,,دون جدوى,,,
,,,,,غير مدعوم,,,
,,,,,غير داعمة,,,
,,,,,غير متأكد,,,
,,,,,مطمئن,,,
,,,,,غير مستدام,,,
,,,,,لا يمكن الدفاع عنه,,,
,,,,,لم تختبر,,,
,,,,,لا يمكن تصوره,,,
,,,,,في غير وقته,,,
,,,,,لم يمسها,,,
,,,,,غير صحيح,,,
,,,,,غير موثوق به,,,
,,,,,غير صادق,,,
,,,,,غير صالح للإستعمال,,,
,,,,,غير قابل للاستخدام,,,
,,,,,غير صالح للاستخدام,,,
,,,,,غير صالحة للاستعمال,,,
,,,,,غير عادي,,,
,,,,,على نحو غير عادي,,,
,,,,,غير قابل للعرض,,,
,,,,,غير مرغوب فيه,,,
,,,,,غير مبرر,,,
,,,,,غير قابل للمشاهدة,,,
,,,,,غير مرحب به,,,
,,,,,مريض,,,
,,,,,غير عملي,,,
,,,,,غير راغبة,,,
,,,,,على مضض,,,
,,,,,عدم الرغبة,,,
,,,,,غير حكيم,,,
,,,,,غير عملي,,,
,,,,,لا يستحق,,,
,,,,,قاسي,,,
,,,,,لوم,,,
,,,,,ثورة,,,
,,,,,الانتفاضة,,,
,,,,,ضجة,,,
,,,,,صاخب,,,
,,,,,بصخب,,,
,,,,,صاخب,,,
,,,,,بصخب,,,
,,,,,اقتلاع,,,
,,,,,منزعج,,,
,,,,,مزعج,,,
,,,,,يزعج,,,
,,,,,بشكل مزعج,,,
,,,,,عاجل,,,
,,,,,عديم الفائدة,,,
,,,,,انتزاع,,,
,,,,,مغتصب,,,
,,,,,تماما,,,
,,,,,المتشرد,,,
,,,,,غامض,,,
,,,,,غموض,,,
,,,,,عبثا,,,
,,,,,غرور,,,
,,,,,عنيف,,,
,,,,,بشدة,,,
,,,,,الانتقام,,,
,,,,,انتقامي,,,
,,,,,بشكل انتقامي,,,
,,,,,الانتقام,,,
,,,,,السم,,,
,,,,,سام,,,
,,,,,بشكل سام,,,
,,,,,تنفيس,,,
,,,,,بقايا,,,
,,,,,نكد,,,
,,,,,الانزعاج,,,
,,,,,مزعج,,,
,,,,,بشكل محير,,,
,,,,,تذبذب,,,
,,,,,اهتز,,,
,,,,,يهتز,,,
,,,,,تهتز,,,
,,,,,اهتزاز,,,
,,,,,نائب,,,
,,,,,وحشي,,,
,,,,,بشراسة,,,
,,,,,شراسة,,,
,,,,,ضحية,,,
,,,,,حقير,,,
,,,,,خسة,,,
,,,,,تشويه,,,
,,,,,خسيس,,,
,,,,,بشكل خسيس,,,
,,,,,الأشرار,,,
,,,,,الشرير,,,
,,,,,شرير,,,
,,,,,بوحشية,,,
,,,,,ذم,,,
,,,,,انتقامي,,,
,,,,,بشكل انتقامي,,,
,,,,,الانتقام,,,
,,,,,انتهاك,,,
,,,,,المخالف,,,
,,,,,المخالفين,,,
,,,,,عنيف,,,
,,,,,بعنف,,,
,,,,,الافعى,,,
,,,,,خبث,,,
,,,,,خبيثة,,,
,,,,,بقوة,,,
,,,,,فايروس,,,
,,,,,صاخب,,,
,,,,,بصوت عال,,,
,,,,,متقلب,,,
,,,,,التقلب,,,
,,,,,القيء,,,
,,,,,تقيأ,,,
,,,,,القيء,,,
,,,,,يتقيأ,,,
,,,,,مبتذلة,,,
,,,,,مُعَرَّض,,,
,,,,,صديق,,,
,,,,,عويل,,,
,,,,,يتمرغ,,,
,,,,,يتضاءل,,,
,,,,,يتضاءل,,,
,,,,,وحشي,,,
,,,,,تشبه الحرب,,,
,,,,,بحذر,,,
,,,,,الحذر,,,
,,,,,حربي,,,
,,,,,حذر,,,
,,,,,تحذير,,,
,,,,,اعوجاج,,,
,,,,,مشوه,,,
,,,,,حذر,,,
,,,,,باهت، شاحب,,,
,,,,,يضيع,,,
,,,,,يضيع,,,
,,,,,مسرف,,,
,,,,,التبذير,,,
,,,,,الهزال,,,
,,,,,مخففة,,,
,,,,,ضال,,,
,,,,,ضعيف,,,
,,,,,يضعف,,,
,,,,,إضعاف,,,
,,,,,أضعف,,,
,,,,,ضعف,,,
,,,,,نقاط الضعف,,,
,,,,,ضجر,,,
,,,,,مرهق,,,
,,,,,المرهق,,,
,,,,,وتد,,,
,,,,,حشيش,,,
,,,,,بكاء,,,
,,,,,غريب,,,
,,,,,بغرابة,,,
,,,,,تملق,,,
,,,,,تذمر,,,
,,,,,أنين,,,
,,,,,الأنين,,,
,,,,,متذمر,,,
,,,,,السياط,,,
,,,,,عاهرة,,,
,,,,,عاهرات,,,
,,,,,شرير,,,
,,,,,بشكل شرير,,,
,,,,,الشر,,,
,,,,,بري,,,
,,,,,بعنف,,,
,,,,,الحيل,,,
,,,,,ذبول,,,
,,,,,مخادع,,,
,,,,,جبان,,,
,,,,,جفل,,,
,,,,,تمايل,,,
,,,,,تذبذب,,,
,,,,,يتذبذب,,,
,,,,,ويل,,,
,,,,,ويلبغون,,,
,,,,,محزن,,,
,,,,,بشكل مؤسف,,,
,,,,,زير نساء,,,
,,,,,تأنيث,,,
,,,,,البالية,,,
,,,,,قلق,,,
,,,,,بقلق,,,
,,,,,قلق,,,
,,,,,هموم,,,
,,,,,مثير للقلق,,,
,,,,,يقلق,,,
,,,,,مقلق,,,
,,,,,بشكل مثير للقلق,,,
,,,,,تتفاقم,,,
,,,,,تفاقم,,,
,,,,,أسوأ,,,
,,,,,عديم القيمة,,,
,,,,,لا قيمة لها,,,
,,,,,عدم القيمة,,,
,,,,,جرح,,,
,,,,,الجروح,,,
,,,,,مشاجرة,,,
,,,,,غيظ,,,
,,,,,تعيث,,,
,,,,,أحدثت,,,
,,,,,يحدث,,,
,,,,,حطام سفينة,,,
,,,,,انتزاع,,,
,,,,,تصارع,,,
,,,,,البائس,,,
,,,,,بائس,,,
,,,,,بائسة,,,
,,,,,بؤس,,,
,,,,,تجعد,,,
,,,,,التجاعيد,,,
,,,,,التجاعيد,,,
,,,,,التفاف,,,
,,,,,ملفوف,,,
,,,,,التفاف,,,
,,,,,تقلب جنبا إلى جنب ألما,,,
,,,,,خطأ,,,
,,,,,غير مشروعة,,,
,,,,,بشكل خاطئ,,,
,,,,,مصنوع,,,
,,,,,التثاؤب,,,
,,,,,انطلق,,,
,,,,,ينطلق,,,
,,,,,متعصب,,,
,,,,,الاموات الاحياء,,,
,,,,,ميت,,,
